budget,original_title,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,winner,genres
0,La Vie promise,0.156694,9/4/2002,0,93,Released,Ghost River,6,2,#N/A,Drama
0,It's All True,0.001393,10/17/1993,0,89,Released,It's All True,7.5,4,#N/A,Documentary
10000000,The Phantom of the Opera,0.441872,3/18/1990,0,168,Released,The Phantom of the Opera,5,3,FALSE,Drama
0,I Remember Mama,1.595121,3/17/1948,0,134,Released,I Remember Mama,6.8,15,FALSE,Drama
0,The Last Horror Movie,1.49252,6/25/2004,0,76,Released,The Last Horror Movie,5.3,11,#N/A,Horror
1500000,Testament,8.923953,11/4/1983,2044892,90,Released,Testament,6.3,29,FALSE,Action
0,Smooth Talk,3.312484,11/17/1985,0,92,Released,Smooth Talk,5.6,15,#N/A,Drama
0,Distant Thunder,0.407729,11/11/1988,0,114,Released,Distant Thunder,7.5,3,#N/A,Drama
3950000,Hell's Angels,5.276546,11/15/1930,8000000,127,Released,Hell's Angels,6.1,19,FALSE,Action
0,Daddy's Dyin'... Who's Got the Will?,0.284911,5/4/1990,1373728,95,Released,Daddy's Dyin'... Who's Got the Will?,5.7,3,#N/A,Comedy
0,Jinxed!,0.019442,10/22/1982,0,103,Released,Jinxed!,4.7,3,#N/A,Comedy
0,Out Cold,0.844348,3/3/1989,0,88,Released,Out Cold,6,1,#N/A,Comedy
3000000,Heart of America,0.290726,9/5/2002,0,87,Released,Heart of America,4.7,7,#N/A,Drama
0,A Show of Force,0.655553,5/11/1990,0,95,Released,A Show of Force,3.7,3,#N/A,Crime
0,Kaijūtō no Kessen: Gojira no Musuko,1.925084,12/16/1967,0,86,Released,Son of Godzilla,5.2,19,#N/A,Science Fiction
30,Man Trouble,0.83333,7/17/1992,4,100,Released,Man Trouble,4.7,11,#N/A,Comedy
0,仁義なき戦い,2.11911,1/13/1973,0,99,Released,"The Yakuza Papers, Vol. 1: Battles Without Honor and Humanity",7.2,27,#N/A,Action
6854500,Führer Ex,0.623881,8/31/2002,0,105,Released,Führer Ex,6.2,9,#N/A,Drama
0,Stander,7.839675,1/1/2003,31651,116,Released,Stander,6.1,27,#N/A,Action
0,Hester Street,0.528717,10/19/1975,0,90,Released,Hester Street,5.6,7,FALSE,Drama
0,Mikey and Nicky,0.415597,12/21/1976,0,119,Released,Mikey and Nicky,6.9,9,#N/A,Drama
0,The Bigamist,0.995928,12/3/1953,0,80,Released,The Bigamist,6.9,11,#N/A,Drama
0,Libertarias,0.668261,4/19/1996,0,125,Released,Freedomfighters,6.7,12,#N/A,War
10000000,Imaginary Heroes,2.994171,9/14/2004,0,111,Released,Imaginary Heroes,6.3,29,#N/A,Comedy
1400000,Sergeant York,3.336494,7/2/1941,16361885,134,Released,Sergeant York,7.1,47,TRUE,Action
27440000,Tais-toi !,9.306171,10/22/2003,0,85,Released,Ruby & Quentin,6.7,183,#N/A,Comedy
0,Deathwatch,4.766826,10/6/2002,2270658,94,Released,Deathwatch,5.9,59,#N/A,Drama
0,La vie devant soi,0.180579,11/2/1977,0,105,Released,Madame Rosa,7.3,3,#N/A,Drama
0,Dzień Świra,2.699622,7/7/2002,0,93,Released,Day of the Wacko,7.2,29,#N/A,Comedy
1200000,Wizards,2.914738,2/9/1977,9000000,80,Released,Wizards,6.4,42,#N/A,Animation
0,L'armata Brancaleone,1.851923,4/7/1966,1314230,120,Released,For Love and Gold,7.5,40,#N/A,Adventure
0,Heartlands,0.938316,8/20/2002,0,0,Released,Heartlands,6.3,8,#N/A,Drama
0,Abbott and Costello Meet the Invisible Man,6.870281,3/7/1951,0,82,Released,Abbott and Costello Meet the Invisible Man,7.1,18,#N/A,Comedy
0,Abbott and Costello Go to Mars,4.196009,4/5/1953,0,77,Released,Abbott and Costello Go to Mars,5.6,16,#N/A,Comedy
686,"Abbott and Costello Meet the Killer, Boris Karloff",1.099256,9/18/1949,0,84,Released,"Abbott and Costello Meet the Killer, Boris Karloff",7.1,14,#N/A,Comedy
0,The Life and Death of Peter Sellers,3.701781,5/21/2004,0,122,Released,The Life and Death of Peter Sellers,6.6,47,#N/A,Drama
6000000,The Badge,5.577591,9/7/2002,0,99,Released,The Badge,6.1,10,#N/A,Crime
10000000,アップルシード,8.278525,4/17/2004,1461989,101,Released,Appleseed,6.8,116,#N/A,Animation
0,La Voie Lactée,2.031936,3/15/1969,0,98,Released,The Milky Way,7.1,18,#N/A,Drama
0,Pippi Långstrump på de sju haven,3.723069,1/24/1970,0,86,Released,Pippi in the South Seas,7,23,#N/A,Adventure
0,På rymmen med Pippi Långstrump,3.017903,11/13/1970,0,94,Released,Pippi on the Run,6.7,22,#N/A,Family
0,Puddle Cruiser,1.09859,1/1/1996,0,102,Released,Puddle Cruiser,5.8,12,#N/A,Comedy
0,The Stickup,0.448193,2/1/2002,0,0,Released,The Stickup,5,4,#N/A,Action
43000000,Elektra,13.802674,1/13/2005,56681566,97,Released,Elektra,4.9,590,#N/A,Action
30000000,Racing Stripes,4.817052,1/6/2005,93772522,102,Released,Racing Stripes,5.1,127,#N/A,Comedy
30000000,Coach Carter,11.093737,1/14/2005,76669806,136,Released,Coach Carter,7.3,510,#N/A,Drama
0,The Fighting Sullivans,0.521396,2/3/1944,0,112,Released,The Fighting Sullivans,5.5,5,#N/A,Drama
0,Iceman,2.491724,4/13/1984,0,100,Released,Iceman,5.9,32,#N/A,Science Fiction
0,Ice Station Zebra,4.03039,10/23/1968,0,148,Released,Ice Station Zebra,6.2,51,FALSE,Action
0,Lugares comunes,0.477275,10/4/2002,0,110,Released,Lugares comunes,8,4,#N/A,Drama
0,Boys Town,1.437573,9/9/1938,0,96,Released,Boys Town,6.6,25,TRUE,Drama
0,Torremolinos 73,8.721919,4/29/2003,1819410,87,Released,Torremolinos 73,6.6,18,#N/A,Comedy
0,周渔的火车,0.885053,8/1/2002,0,97,Released,Zhou Yu's Train,6.5,7,#N/A,Drama
179000,Shivers,11.540666,10/10/1975,0,87,Released,Shivers,6.3,127,#N/A,Horror
6000000,A Star Is Born,2.447359,12/16/1976,161000000,139,Released,A Star Is Born,5.7,22,FALSE,Drama
6000000,Beastmaster 2: Through the Portal of Time,4.038283,6/8/1991,869325,107,Released,Beastmaster 2: Through the Portal of Time,4.6,17,#N/A,Action
0,Gold Diggers of 1935,1.384824,3/14/1935,0,98,Released,Gold Diggers of 1935,6.6,11,FALSE,Music
0,Rocco e i suoi fratelli,4.21602,10/6/1960,0,178,Released,Rocco and His Brothers,7.7,65,#N/A,Crime
0,Jagoda u supermarketu,1.099804,2/6/2003,0,90,Released,Strawberries in the Supermarket,6.5,10,#N/A,Comedy
0,The Mortal Storm,1.680612,6/14/1940,0,100,Released,The Mortal Storm,7.1,15,#N/A,Drama
0,Once Upon a Honeymoon,1.806909,11/27/1942,0,117,Released,Once Upon a Honeymoon,5.6,12,FALSE,Comedy
0,Lundi matin,0.51239,1/1/2002,0,120,Released,Monday Morning,5.3,6,#N/A,Drama
0,Christmas in July,1.282498,10/18/1940,0,67,Released,Christmas in July,6.7,17,#N/A,Comedy
0,I Married a Witch,4.02032,10/30/1942,0,77,Released,I Married a Witch,6.8,38,FALSE,Comedy
229,The Mayor of Hell,0.873215,6/24/1933,0,90,Released,The Mayor of Hell,6.6,8,#N/A,Crime
0,The Miracle Woman,0.93383,7/17/1931,0,90,Released,The Miracle Woman,6.6,11,#N/A,Drama
0,Moolaadé,0.759538,8/4/2004,214605,124,Released,Moolaadé,5.9,16,#N/A,Drama
0,This Girl's Life,5.192928,12/3/2004,0,104,Released,This Girl's Life,5.1,14,#N/A,Drama
2800000,살인의 추억,8.511453,4/24/2003,0,129,Released,Memories of Murder,7.9,427,#N/A,Crime
26000000,The Chase,14.362544,3/4/1994,8009329,89,Released,The Chase,5.6,89,#N/A,Comedy
0,Hobson's Choice,4.88449,4/19/1954,0,107,Released,Hobson's Choice,6.7,31,#N/A,Comedy
502318,Dr. Who and the Daleks,2.187942,8/23/1965,0,82,Released,Dr. Who and the Daleks,6.1,20,#N/A,Science Fiction
2700000,Sommersturm,3.894549,9/2/2004,0,98,Released,Summer Storm,6.7,60,#N/A,Comedy
18339750,Der Untergang,7.69224,9/8/2004,92180910,156,Released,Downfall,7.7,1059,#N/A,Drama
250000,Das weisse Rauschen,3.10114,12/31/2001,0,107,Released,The White Sound,7,16,#N/A,Drama
30000000,Assault on Precinct 13,11.552956,1/19/2005,35294470,109,Released,Assault on Precinct 13,6,318,#N/A,Thriller
32000000,Are We There Yet?,9.756822,1/20/2005,97918663,95,Released,Are We There Yet?,5.2,227,#N/A,Adventure
20000000,Alone in the Dark,5.871243,1/28/2005,10442808,96,Released,Alone in the Dark,3.1,174,#N/A,Action
25000000,Hide and Seek,6.102059,1/27/2005,122644820,101,Released,Hide and Seek,6.1,455,#N/A,Horror
0,Aliens of the Deep,1.924682,1/21/2005,0,47,Released,Aliens of the Deep,6.8,19,#N/A,Action
20000000,Boogeyman,9.704289,2/4/2005,67192859,89,Released,Boogeyman,4.6,194,#N/A,Thriller
15000000,The Wedding Date,5.615303,2/4/2005,47175038,88,Released,The Wedding Date,6.2,238,#N/A,Comedy
0,Inside I'm Dancing,4.333887,10/15/2004,0,104,Released,Inside I'm Dancing,7.1,54,#N/A,Drama
0,誰も知らない,5.196429,8/7/2004,0,141,Released,Nobody Knows,7.8,92,#N/A,Drama
0,Employee of the Month,8.872053,1/17/2004,0,97,Released,Employee of the Month,6.1,47,#N/A,Action
0,Magic in the Water,1.496718,8/30/1995,0,98,Released,Magic in the Water,5.3,11,#N/A,Adventure
0,The Great White Hope,1.653084,10/11/1970,0,103,Released,The Great White Hope,5,6,FALSE,Drama
0,A Study in Terror,1.02411,10/1/1965,0,95,Released,A Study in Terror,6.4,18,#N/A,Crime
0,Mustafa Hakkında Her Şey,1.014129,3/19/2004,0,0,Released,Everything about Mustafa,8,9,#N/A,
0,The Professionals,5.032092,11/1/1966,0,117,Released,The Professionals,6.8,66,FALSE,Action
0,The Devil and Miss Jones,0.837091,4/11/1941,0,92,Released,The Devil and Miss Jones,7.2,13,FALSE,Comedy
21000000,Alice in Wonderland,8.614303,2/28/1999,0,150,Released,Alice in Wonderland,6.1,71,FALSE,Fantasy
0,Everyday People,0.954568,1/18/2004,0,0,Rumored,Everyday People,7.3,4,#N/A,Drama
0,Backflash,0.359651,1/22/2002,0,90,Released,Backflash,4.8,7,#N/A,Crime
4000000,Salem's Lot,9.582814,11/17/1979,0,184,Released,Salem's Lot,6.2,124,#N/A,Mystery
0,Die Ehe der Maria Braun,2.617272,2/20/1979,0,116,Released,The Marriage of Maria Braun,7.1,39,#N/A,War
0,Die bitteren Tränen der Petra von Kant,2.077361,10/5/1972,0,124,Released,The Bitter Tears of Petra von Kant,7.5,32,#N/A,Drama
112,Beau Geste,3.004471,7/24/1939,0,112,Released,Beau Geste,7,22,FALSE,Adventure
0,At Sword's Point,1.266891,4/22/1952,0,81,Released,At Sword's Point,3.8,4,#N/A,Adventure
550,Overnight,1.443607,6/12/2003,0,82,Released,Overnight,6.9,17,#N/A,Documentary
0,Le Trou,5.828566,3/18/1960,0,132,Released,Le Trou,8.2,73,#N/A,Crime
0,Lektionen in Finsternis,1.733134,2/21/1992,0,54,Released,Lessons of Darkness,8.3,26,#N/A,War
0,Fata Morgana,1.08524,6/4/1971,0,79,Released,Fata Morgana,6.4,20,#N/A,Documentary
3500000,Double Dragon,5.190767,11/4/1994,2341309,89,Released,Double Dragon,3.9,65,#N/A,Action
0,Mac and Me,4.433298,8/12/1988,5935269,95,Released,Mac and Me,4,44,#N/A,Family
0,Scorchers,0.187811,7/7/1991,0,88,Released,Scorchers,4.8,3,#N/A,Comedy
0,Rosenstraße,0.638808,9/18/2003,0,136,Released,Rosenstrasse,6.5,10,#N/A,Drama
0,Casque d'or,4.715268,4/16/1952,0,96,Released,Casque d'Or,7.6,22,#N/A,Crime
0,Touchez pas au grisbi,6.609106,3/16/1954,0,94,Released,Touchez Pas au Grisbi,6.9,34,#N/A,Action
0,The Matchmaker,0.167778,8/12/1958,0,103,Released,The Matchmaker,8.3,2,#N/A,Comedy
0,The Ballad of the Sad Cafe,0.877573,3/28/1991,184890,101,Released,The Ballad of the Sad Cafe,5,1,#N/A,Drama
0,The Deceivers,0.876297,9/2/1988,346297,102,Released,The Deceivers,6.1,8,#N/A,Thriller
0,Siberia,0.399587,8/27/1998,0,91,Released,Siberia,5.5,4,#N/A,Drama
0,紫蝴蝶,0.191922,5/22/2003,0,127,Released,Purple Butterfly,7,2,#N/A,War
0,Easy,0.866653,9/10/2003,0,99,Released,Easy,5.8,5,#N/A,Comedy
0,El Cid,4.152069,10/24/1961,0,182,Released,El Cid,6.8,57,FALSE,Action
0,Going All the Way,5.655387,1/19/1997,86175,110,Released,Going All the Way,4.9,9,#N/A,Drama
0,Marusa no onna,0.757468,2/7/1987,0,127,Released,A Taxing Woman,5.8,5,#N/A,Comedy
0,The Bunker,4.415318,9/14/2001,0,95,Released,The Bunker,5.8,10,#N/A,Action
0,A Fine Madness,0.25025,6/29/1966,0,107,Released,A Fine Madness,6.8,5,#N/A,Comedy
0,Reap the Wild Wind,1.076119,3/18/1942,0,123,Released,Reap the Wild Wind,6.9,8,FALSE,Adventure
0,2009 로스트메모리즈,2.111875,2/1/2002,0,136,Released,2009: Lost Memories,5.2,24,#N/A,Action
0,Undergångens arkitektur,0.022252,10/13/1989,0,119,Released,The Architecture of Doom,6.8,8,#N/A,Documentary
1055000,Inferno,2.290681,8/12/1953,0,83,Released,Inferno,5.9,8,#N/A,Romance
24000000,ハウルの動く城,16.136048,11/19/2004,234710455,119,Released,Howl's Moving Castle,8.2,2049,#N/A,Fantasy
20000000,Steamboy,8.354775,7/17/2004,0,126,Released,Steamboy,6.4,103,#N/A,Animation
0,琉璃樽,7.231256,2/12/1999,0,121,Released,Gorgeous,6,84,#N/A,Adventure
0,Dao,0.74515,12/21/1995,0,101,Released,The Blade,6.4,17,#N/A,Drama
500,Assisted Living,0.261278,2/2/2005,41,78,Released,Assisted Living,7.5,1,#N/A,Comedy
0,The Nomi Song,0.468995,3/23/2004,0,98,Released,The Nomi Song,6.7,5,#N/A,Documentary
70000000,Hitch,13.35076,2/10/2005,368100420,118,Released,Hitch,6.3,1721,#N/A,Comedy
0,Pooh's Heffalump Movie,10.096263,2/11/2005,0,68,Released,Pooh's Heffalump Movie,6.3,91,#N/A,Animation
2000000,Inside Deep Throat,3.21768,2/11/2005,653621,92,Released,Inside Deep Throat,6.8,31,#N/A,History
0,Uncle Nino,0.026729,12/5/2003,0,104,Released,Uncle Nino,0,0,#N/A,Comedy
7000000,Bride & Prejudice,9.55791,2/11/2004,0,111,Released,Bride & Prejudice,6.5,114,#N/A,Drama
100000000,Constantine,9.615691,2/8/2005,230884728,121,Released,Constantine,6.6,1837,#N/A,Drama
84000000,Son of the Mask,6.512277,2/18/2005,0,94,Released,Son of the Mask,3.6,346,#N/A,Fantasy
14000000,Because of Winn-Dixie,6.067722,2/18/2005,32645546,106,Released,Because of Winn-Dixie,6.1,63,#N/A,Comedy
0,لاک‌پشت‌ها هم پرواز می‌کنند,3.281608,1/7/2005,0,98,Released,Turtles Can Fly,7.2,49,#N/A,Drama
0,Beautiful Boxer,1.722765,4/29/2004,0,117,Released,Beautiful Boxer,6.2,19,#N/A,Drama
0,Pauly Shore Is Dead,2.091305,3/11/2003,0,82,Released,Pauly Shore Is Dead,4.9,20,#N/A,Comedy
0,Bunny Lake Is Missing,11.74416,10/3/1965,0,107,Released,Bunny Lake Is Missing,6.6,35,#N/A,Thriller
0,Jeremy,0.492897,1/1/1973,0,84,Released,Jeremy,5,4,#N/A,Drama
0,Don't Tell Her It's Me,1.924879,9/21/1990,0,101,Released,Don't Tell Her It's Me,5.8,13,#N/A,Comedy
0,Until September,0.489054,9/21/1984,4100000,95,Released,Until September,6.3,2,#N/A,Drama
0,Night and the City,11.80556,4/1/1950,0,101,Released,Night and the City,7.6,45,#N/A,Drama
2000000,Paha Maa,1.418547,1/14/2005,0,127,Released,Frozen Land,6.8,18,#N/A,Drama
0,Große Mädchen weinen nicht,0.940276,10/24/2002,0,87,Released,Big Girls Don't Cry,6.4,10,#N/A,Drama
0,White Banners,0.176742,6/23/1938,0,92,Released,White Banners,6,1,FALSE,
4200000,Ночной дозор,8.803869,6/27/2004,32000000,114,Released,Night Watch,6.3,212,#N/A,Fantasy
0,Dot the I,4.641037,1/18/2003,0,92,Released,Dot the I,6,32,#N/A,Comedy
0,Sister Helen,0.102117,3/4/2002,0,90,Released,Sister Helen,7,2,#N/A,Documentary
0,Bright Leaves,0.351823,4/28/2004,0,107,Released,Bright Leaves,6.5,7,#N/A,Documentary
0,Topper Returns,1.000254,3/21/1941,0,88,Released,Topper Returns,5.8,9,FALSE,Comedy
0,Sons of the Desert,4.305542,12/29/1933,0,68,Released,Sons of the Desert,7.2,42,#N/A,Action
0,Morocco,1.691796,11/14/1930,0,92,Released,Morocco,6.6,24,FALSE,Drama
0,Surplus: Terrorized Into Being Consumers,0.341109,11/21/2003,0,54,Released,Surplus: Terrorized Into Being Consumers,5.8,7,#N/A,Documentary
40000000,Man of the House,5.834626,2/25/2005,0,100,Released,Man of the House,5.4,121,#N/A,Comedy
3000000,Samson and Delilah,2.528638,12/21/1949,11500000,128,Released,Samson and Delilah,6.1,32,TRUE,Drama
20000000,功夫,8.636632,2/10/2004,100914445,99,Released,Kung Fu Hustle,7.2,841,#N/A,Action
0,鮫肌男と桃尻女,0.651725,1/1/1998,0,108,Released,Shark Skin Man and Peach Hip Girl,6.7,9,#N/A,Comedy
0,The Five People You Meet In Heaven,3.299518,12/5/2004,0,180,Released,The Five People You Meet In Heaven,6.9,30,#N/A,Drama
0,"No Retreat, No Surrender",8.900994,5/2/1986,4662137,85,Released,"No Retreat, No Surrender",5.6,93,#N/A,Action
0,The ChubbChubbs!,1.859321,7/3/2002,0,5,Released,The ChubbChubbs!,6.6,20,TRUE,Animation
0,Travellers and Magicians,0.635804,9/9/2003,0,108,Released,Travellers and Magicians,6.8,9,#N/A,Adventure
0,Želary,2.059599,9/4/2003,0,150,Released,Želary,7.3,12,#N/A,Drama
0,Dragonworld,0.311555,8/1/1994,0,86,Released,Dragonworld,5.9,5,#N/A,Adventure
0,Dr. Giggles,1.252367,10/23/1992,8403433,95,Released,Dr. Giggles,5.1,34,#N/A,Comedy
0,The Corn Is Green,0.954383,7/14/1945,0,115,Released,The Corn Is Green,7.3,9,FALSE,Drama
0,The Seven-Per-Cent Solution,1.313858,10/24/1976,0,113,Released,The Seven-Per-Cent Solution,7.1,23,FALSE,Thriller
0,The Three Musketeers,11.811966,12/11/1973,0,105,Released,The Three Musketeers,6.8,71,FALSE,Action
0,Royal Flash,1.988779,10/10/1975,0,102,Released,Royal Flash,6,13,#N/A,Adventure
0,Masculin féminin,3.774605,3/22/1966,0,110,Released,Masculin Féminin,7.6,66,#N/A,Drama
0,Fallen Angel,3.242793,11/7/1945,0,98,Released,Fallen Angel,5.8,23,#N/A,Crime
0,The Four Feathers,7.055347,4/20/1939,0,129,Released,The Four Feathers,7.3,22,#N/A,War
0,La cabina,1.487562,12/13/1972,0,35,Released,The Phone Box,6.7,23,#N/A,Horror
0,Night of the Demon,3.237326,12/17/1957,0,95,Released,Night of the Demon,6.9,55,#N/A,Horror
500000,Kontroll,3.569896,11/20/2003,0,105,Released,Control,7.4,78,#N/A,Comedy
0,شهر زیبا,0.825054,2/20/2005,0,101,Released,Beautiful City,7.7,12,#N/A,Drama
0,5x2,4.545971,9/1/2004,0,90,Released,Five Times Two,6,34,#N/A,Drama
3300000,Tart,1.100095,4/23/2001,0,94,Released,Tart,5.1,16,#N/A,Comedy
0,Domicile Conjugal,11.97502,8/31/1970,0,100,Released,Bed and Board,7.2,39,#N/A,Comedy
0,Germania anno zero,2.666104,12/1/1948,0,70,Released,Germany Year Zero,7.5,53,#N/A,War
0,La noche del terror ciego,1.203655,4/10/1972,0,101,Released,Tombs of the Blind Dead,5.6,32,#N/A,Horror
0,Le Clan des Siciliens,4.844351,12/1/1969,0,125,Released,The Sicilian Clan,7.1,38,#N/A,Crime
0,Love Me Tonight,1.981885,8/13/1932,0,104,Released,Love Me Tonight,5.5,16,#N/A,Comedy
0,Ett hål i mitt hjärta,8.05287,1/1/2004,0,98,Released,A Hole in My Heart,4.5,22,#N/A,Drama
0,Bigger Than the Sky,1.529786,2/18/2005,0,106,,Bigger Than the Sky,4.7,6,#N/A,Comedy
0,Diary of a Mad Black Woman,4.818507,2/25/2005,0,116,Released,Diary of a Mad Black Woman,6.4,71,#N/A,Comedy
35000000,Cursed,8.949722,2/25/2005,19294901,97,Released,Cursed,5.1,168,#N/A,Horror
2000000,Horem pádem,0.880914,9/16/2004,0,108,Released,Up and Down,8.2,5,#N/A,Comedy
0,Gory Gory Hallelujah,0.078652,11/5/2003,0,0,Released,Gory Gory Hallelujah,1,1,#N/A,
56000000,The Pacifier,7.81645,3/4/2005,113006880,95,Released,The Pacifier,5.8,865,#N/A,Action
53000000,Be Cool,13.314233,3/4/2005,95226116,118,Released,Be Cool,5.4,296,#N/A,Comedy
0,Gunner Palace,0.798876,1/1/2004,0,85,Released,Gunner Palace,5.9,7,#N/A,Documentary
1400000,LaLehet Al HaMayim,1.709996,2/5/2004,0,103,Released,Walk on Water,6.5,20,#N/A,Drama
52000000,Hostage,9.686638,3/10/2005,77944725,113,Released,Hostage,6.2,519,#N/A,Mystery
75000000,Robots,12.949715,3/10/2005,260696994,91,Released,Robots,6,1383,#N/A,Animation
0,The Laughing Policeman,1.579142,12/20/1973,0,112,Released,The Laughing Policeman,5.8,10,#N/A,Crime
12000000,Bopha!,0.074126,9/16/1993,212483,120,Released,Bopha!,0,0,#N/A,Drama
0,Class Action,5.234298,3/15/1991,0,105,Released,Class Action,6.4,37,#N/A,Drama
0,The Cat and the Canary,0.424931,9/9/1927,0,82,Released,The Cat and the Canary,7,12,#N/A,Drama
0,Courage Mountain,0.128722,2/14/1990,0,98,Released,Courage Mountain,7.1,3,#N/A,Drama
0,Kiss The Bride,0.97787,10/16/2002,0,89,Released,Kiss The Bride,5.4,4,#N/A,Comedy
0,ゴジラ・エビラ・モスラ　南海の大決闘,2.099352,12/17/1966,0,87,Released,Godzilla vs. The Sea Monster,5.7,18,#N/A,Fantasy
9500000,ゴジラvsメカゴジラ,2.13239,12/11/1993,0,108,Released,Godzilla vs. Mechagodzilla II,6.7,26,#N/A,Action
0,That Championship Season,0.653601,12/9/1982,0,110,Released,That Championship Season,4.3,3,#N/A,Drama
0,Crush,0.003921,9/15/1992,0,92,Released,Crush,5.5,2,#N/A,Comedy
0,DNA,1.795548,3/7/1997,0,105,Released,DNA,3.5,11,#N/A,Horror
0,The Low Life,0.580534,11/1/1995,0,96,Released,The Low Life,6,3,#N/A,
0,Rendez-vous,2.690581,5/15/1985,0,82,Released,Rendez-vous,4.5,16,#N/A,Drama
0,"Oh, God! You Devil",0.634045,11/7/1984,0,97,Released,"Oh, God! You Devil",5.5,15,#N/A,Comedy
0,Amongst Friends,0.111323,11/3/1993,0,88,Released,Amongst Friends,4.3,3,#N/A,Crime
0,Asfalto,0.550651,2/4/2000,0,0,Released,Asfalto,6,1,#N/A,Drama
0,Deus é Brasileiro,2.034715,1/31/2003,0,110,Released,God Is Brazilian,5.5,26,#N/A,Adventure
6105121,Capitães de Abril,0.929182,4/21/2000,0,123,Released,Captains of April,6.5,18,#N/A,Drama
0,Blackball,1.433756,5/18/2003,48000,96,Released,Blackball,5.6,14,#N/A,Comedy
0,The Agony and the Ecstasy,2.122253,10/7/1965,0,138,Released,The Agony and the Ecstasy,6.8,33,FALSE,Drama
0,Return to Peyton Place,0.611692,5/5/1961,0,123,Released,Return to Peyton Place,7.2,5,#N/A,Drama
0,Butch and Sundance: The Early Days,0.627647,6/15/1979,0,115,Released,Butch and Sundance: The Early Days,4.6,8,FALSE,Western
0,It Happened to Jane,0.741555,8/5/1959,0,97,Released,It Happened to Jane,6.6,10,#N/A,Comedy
13000000,Once Upon a Forest,3.14419,6/18/1993,6582052,71,Released,Once Upon a Forest,6.2,24,#N/A,Animation
0,Hello Down There,0.236318,1/1/1969,0,88,Released,Hello Down There,5.3,4,#N/A,Comedy
0,All in a Night's Work,0.313856,1/1/1961,0,94,Released,All in a Night's Work,5.5,2,#N/A,Comedy
0,Twentieth Century,2.738773,5/11/1934,0,91,Released,Twentieth Century,6.4,23,#N/A,Comedy
0,My Sister Eileen,0.417876,9/22/1955,0,108,Released,My Sister Eileen,7.3,3,FALSE,Comedy
0,Strangers When We Meet,0.632174,6/29/1960,0,117,Released,Strangers When We Meet,3.8,5,#N/A,Romance
0,Or,0.787469,9/9/2004,0,95,Released,Or (My Treasure),6,7,#N/A,Drama
0,Crónicas,7.490741,5/16/2004,299261,108,Released,Chronicles,7,12,#N/A,Crime
0,Lackawanna Blues,1.515541,2/12/2005,0,95,Released,Lackawanna Blues,6,8,#N/A,Drama
7000000,The Green Berets,9.391981,7/4/1968,11000000,142,Released,The Green Berets,5.8,34,#N/A,War
0,Ascenseur pour l'échafaud,5.184701,1/29/1958,263404,88,Released,Elevator to the Gallows,7.6,85,#N/A,Drama
0,The Diary of a Chambermaid,0.319716,2/15/1946,0,91,Released,The Diary of a Chambermaid,5.9,7,#N/A,Drama
0,その男、凶暴につき,3.469468,8/12/1989,1960,103,Released,Violent Cop,7.1,50,#N/A,Action
0,Fyra nyanser av brunt,1.345651,1/25/2004,0,192,Released,Four Shades of Brown,5.8,10,#N/A,Comedy
0,Brian's Song,2.624202,11/30/1971,0,73,Released,Brian's Song,7.1,26,#N/A,Drama
0,Thriller - en grym film,3.814035,5/1/1973,0,104,Released,Thriller: A Cruel Picture,6.5,53,#N/A,Horror
825000,Cube Zero,8.758493,10/15/2004,0,97,Released,Cube Zero,5.7,274,#N/A,Mystery
15000000,Into the Sun,3.607833,3/8/2005,0,97,Released,Into the Sun,4.2,38,#N/A,Action
0,Project Grizzly,0.318296,10/3/1997,0,72,Released,Project Grizzly,5.6,6,#N/A,Documentary
0,Lumikuningatar,0.000578,11/19/1986,0,0,Released,Lumikuningatar,7,3,#N/A,
0,Julia,8.074031,10/2/1977,0,117,Released,Julia,6.3,30,TRUE,Drama
3000000,지구를 지켜라!,7.378946,4/4/2003,0,118,Released,Save the Green Planet!,6.8,62,#N/A,Comedy
0,Rembrandt,1.391832,5/17/2003,0,109,Released,Stealing Rembrandt,5.6,12,#N/A,Action
0,Rokugatsu no hebi,1.877874,1/1/2002,0,77,Released,A Snake of June,6.7,29,#N/A,Drama
0,Thirty Seconds Over Tokyo,1.210978,11/15/1944,0,138,Released,Thirty Seconds Over Tokyo,6.5,8,FALSE,History
0,Vares – Yksityisetsivä,0.944547,7/22/2004,0,95,Released,Vares: Private Eye,6.2,16,#N/A,Action
0,Girl Crazy,0.743598,11/26/1943,0,99,Released,Girl Crazy,7.5,4,#N/A,Comedy
0,Die 3 Groschen-Oper,1.164615,2/18/1931,0,112,Released,The 3 Penny Opera,7.4,14,#N/A,Comedy
0,The Boys from County Clare,0.227122,9/12/2003,0,91,Released,The Boys from County Clare,6.5,3,#N/A,Romance
25000000,Ice Princess,9.313354,3/17/2005,27645491,98,Released,Ice Princess,5.9,189,#N/A,Drama
0,Melinda and Melinda,6.117784,10/29/2004,20085825,100,Released,Melinda and Melinda,6.3,128,#N/A,Comedy
0,Milk and Honey,0.002353,1/18/2003,0,90,Released,Milk and Honey,0,0,#N/A,Drama
0,Miss Congeniality 2: Armed and Fabulous,5.739442,3/11/2005,0,115,Released,Miss Congeniality 2: Armed and Fabulous,5.3,433,#N/A,Action
35000000,Guess Who,6.71898,3/25/2005,68915888,105,Released,Guess Who,5.5,230,#N/A,Comedy
